RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
1164,"R45636","11/8/2019","Congressional Participation in Litigation: Article III and Legislative Standing","https://crsreports.congress.gov/product/pdf/download/R/R45636/R45636.pdf/","7","03/26/2019"
1165,"IF11354","11/8/2019","Department of Energy Appliance and Equipment Standards Program","https://crsreports.congress.gov/product/pdf/download/IF/IF11354/IF11354.pdf/","3","11/08/2019"
1166,"R46000","11/8/2019","Poverty in the United States in 2018: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R46000/R46000.pdf/","4","11/12/2019"
1167,"IF11355","11/8/2019","The Windfall Elimination Provision (WEP) in Social Security: Proposals for a New Proportional Formula ","https://crsreports.congress.gov/product/pdf/download/IF/IF11355/IF11355.pdf/","1","11/08/2019"
1168,"LSB10361","11/7/2019","Bivens at the Border: Supreme Court to Consider Whether Cross-Border Shooting Case Can Proceed","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10361/LSB10361.pdf/","2","11/07/2019"
1169,"R45998","11/7/2019","Contaminants of Emerging Concern under the Clean Water Act","https://crsreports.congress.gov/product/pdf/download/R/R45998/R45998.pdf/","2","11/07/2019"
1170,"IN11196","11/7/2019","FY2020 Refugee Ceiling and Allocations","https://crsreports.congress.gov/product/pdf/download/IN/IN11196/IN11196.pdf/","2","11/07/2019"
1171,"RL33663","11/7/2019","Generalized System of Preferences (GSP): Overview and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL33663/RL33663.pdf/","68","09/26/2006"
1172,"IF10477","11/7/2019","Introduction to U.S. Economy: Inflation","https://crsreports.congress.gov/product/pdf/download/IF/IF10477/IF10477.pdf/","5","09/26/2016"
1173,"IF10443","11/7/2019","Introduction to U.S. Economy: Unemployment ","https://crsreports.congress.gov/product/pdf/download/IF/IF10443/IF10443.pdf/","6","07/28/2016"
1174,"TE10043","11/7/2019","Issues and Legislation Related to Energy Development on Federal Land","https://crsreports.congress.gov/product/pdf/download/TE/TE10043/TE10043.pdf/","1","11/13/2019"
1175,"R45999","11/7/2019","National Flood Insurance Program: The Current Rating Structure and Risk Rating 2.0","https://crsreports.congress.gov/product/pdf/download/R/R45999/R45999.pdf/","2","11/07/2019"
1176,"IF11325","11/6/2019","Bolivia: An Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF11325/IF11325.pdf/","3","10/02/2019"
1177,"IN11178","11/6/2019","Canada's October 2019 Elections","https://crsreports.congress.gov/product/pdf/download/IN/IN11178/IN11178.pdf/","3","10/11/2019"
1178,"IF11353","11/6/2019","Defense Primer: U.S. Precision-Guided Munitions","https://crsreports.congress.gov/product/pdf/download/IF/IF11353/IF11353.pdf/","3","11/06/2019"
1179,"R45997","11/6/2019","Federal Regional Commissions and Authorities: Structural Features and Function","https://crsreports.congress.gov/product/pdf/download/R/R45997/R45997.pdf/","2","11/06/2019"
1180,"IN11133","11/6/2019","Harbor Dredging: Issues and Historical Funding","https://crsreports.congress.gov/product/pdf/download/IN/IN11133/IN11133.pdf/","2","06/14/2019"
1181,"R45995","11/6/2019","Unauthorized Childhood Arrivals, DACA, and Related Legislation ","https://crsreports.congress.gov/product/pdf/download/R/R45995/R45995.pdf/","3","11/06/2019"
1182,"R45994","11/5/2019","Federal Land Management Agencies' Mandatory Appropriations Accounts","https://crsreports.congress.gov/product/pdf/download/R/R45994/R45994.pdf/","1","11/05/2019"
1183,"R45993","11/5/2019","Legalization Framework Under the Immigration and Nationality Act (INA)","https://crsreports.congress.gov/product/pdf/download/R/R45993/R45993.pdf/","2","11/05/2019"
1184,"R45992","11/5/2019","The Emoluments Clauses and the Presidency: Background and Recent Developments","https://crsreports.congress.gov/product/pdf/download/R/R45992/R45992.pdf/","1","11/05/2019"
1185,"IF10051","11/5/2019","Title X Family Planning Program","https://crsreports.congress.gov/product/pdf/download/IF/IF10051/IF10051.pdf/","15","01/21/2015"
1186,"IF10814","11/4/2019","Belarus: An Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF10814/IF10814.pdf/","6","01/19/2018"
1187,"R45989","11/4/2019","Community Bank Leverage Ratio (CBLR): Background and Analysis of Bank Data","https://crsreports.congress.gov/product/pdf/download/R/R45989/R45989.pdf/","2","11/01/2019"
1188,"R45990","11/4/2019","Social Security: Demographic Trends and the Funding Shortfall","https://crsreports.congress.gov/product/pdf/download/R/R45990/R45990.pdf/","2","11/04/2019"
1189,"R45889","11/4/2019","Unemployment Compensation (UC): Issues Related to Drug Testing","https://crsreports.congress.gov/product/pdf/download/R/R45889/R45889.pdf/","4","08/28/2019"
1190,"IN11190","11/1/2019","$7.569 Billion Highway Rescission Approaches","https://crsreports.congress.gov/product/pdf/download/IN/IN11190/IN11190.pdf/","1","11/01/2019"
1191,"IN11191","11/1/2019","2019 California Wildfires: Brief Overview of FEMA Programs and Resources","https://crsreports.congress.gov/product/pdf/download/IN/IN11191/IN11191.pdf/","2","11/01/2019"
1192,"IN11141","11/1/2019","Charitable Conservation Contributions: Potential for Abuse?","https://crsreports.congress.gov/product/pdf/download/IN/IN11141/IN11141.pdf/","5","06/27/2019"
1193,"IF11347","11/1/2019","Foreign STEM Students in the United States","https://crsreports.congress.gov/product/pdf/download/IF/IF11347/IF11347.pdf/","3","10/31/2019"
1194,"IF11351","11/1/2019","Impact of Commercial Space Launch Activities on Aviation ","https://crsreports.congress.gov/product/pdf/download/IF/IF11351/IF11351.pdf/","1","11/01/2019"
1195,"IF10112","11/1/2019","Introduction to Financial Services: The International Foreign Exchange Market","https://crsreports.congress.gov/product/pdf/download/IF/IF10112/IF10112.pdf/","7","01/30/2015"
1196,"R45409","11/1/2019","Quantum Information Science: Applications, Global Research and Development, and Policy Considerations","https://crsreports.congress.gov/product/pdf/download/R/R45409/R45409.pdf/","6","11/21/2018"
1197,"IF11350","11/1/2019","Response Options to Oil Supply Disruptions ","https://crsreports.congress.gov/product/pdf/download/IF/IF11350/IF11350.pdf/","1","11/01/2019"
1198,"RL32552","11/1/2019","Social Security: Taxation of Benefits","https://crsreports.congress.gov/product/pdf/download/RL/RL32552/RL32552.pdf/","43","01/14/2005"
1199,"R43792","11/1/2019","State Minimum Wages: An Overview","https://crsreports.congress.gov/product/pdf/download/R/R43792/R43792.pdf/","18","11/19/2014"
1200,"LSB10360","11/1/2019","Using the Power of the Purse to Change Policy: SCOTUS Case on ACA Risk Corridors Asks Important Appropriations Law Question","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10360/LSB10360.pdf/","2","11/01/2019"
1201,"IN11184","10/31/2019","Argentina's 2019 Elections","https://crsreports.congress.gov/product/pdf/download/IN/IN11184/IN11184.pdf/","3","10/22/2019"
1202,"IG10015","10/31/2019","Health Professional Shortage Areas (HPSAs)","https://crsreports.congress.gov/product/pdf/download/IG/IG10015/IG10015.pdf/","1","10/31/2019"
1203,"IF11318","10/31/2019","Negotiation of Drug Prices in Medicare Part D","https://crsreports.congress.gov/product/pdf/download/IF/IF11318/IF11318.pdf/","3","09/23/2019"
1204,"IF11288","10/30/2019","Ozone and Particulate Matter Air Standards: EPA Review","https://crsreports.congress.gov/product/pdf/download/IF/IF11288/IF11288.pdf/","4","08/12/2019"
1205,"R44953","10/30/2019","The State Department's Trafficking in Persons Report: Scope, Aid Restrictions, and Methodology","https://crsreports.congress.gov/product/pdf/download/R/R44953/R44953.pdf/","6","09/19/2017"
1206,"LSB10359","10/30/2019","This Land Is Your Land? Eminent Domain Under the Natural Gas Act and State Sovereign Immunity","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10359/LSB10359.pdf/","2","10/30/2019"
1207,"R45988","10/30/2019","U.S. Natural Gas: Becoming Dominant","https://crsreports.congress.gov/product/pdf/download/R/R45988/R45988.pdf/","2","10/31/2019"
1208,"IF11191","10/29/2019","NPV-The National Popular Vote Initiative: Proposing Direct Election of the President Through an Interstate Compact","https://crsreports.congress.gov/product/pdf/download/IF/IF11191/IF11191.pdf/","5","04/25/2019"
1209,"RS22294","10/29/2019","Social Security Survivors Benefits","https://crsreports.congress.gov/product/pdf/download/RS/RS22294/RS22294.pdf/","24","10/07/2005"
1210,"IG10012","10/29/2019","The International Emergency Economic Powers Act: Key Facts","https://crsreports.congress.gov/product/pdf/download/IG/IG10012/IG10012.pdf/","6","04/02/2019"
1211,"IN11189","10/28/2019","California Wildfires and Bulk Electric System Reliability","https://crsreports.congress.gov/product/pdf/download/IN/IN11189/IN11189.pdf/","5","11/01/2019"
1212,"IF11349","10/28/2019","Lawsuits Against the Federal Government: Basic Federal Court Procedure and Timelines","https://crsreports.congress.gov/product/pdf/download/IF/IF11349/IF11349.pdf/","2","10/31/2019"
1213,"R45987","10/28/2019","MHS Genesis: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45987/R45987.pdf/","2","10/28/2019"
1214,"IF10218","10/28/2019","South Sudan","https://crsreports.congress.gov/product/pdf/download/IF/IF10218/IF10218.pdf/","15","05/01/2015"
1215,"R43823","10/28/2019","The National Popular Vote (NPV) Initiative: Direct Election of the President by Interstate Compact","https://crsreports.congress.gov/product/pdf/download/R/R43823/R43823.pdf/","9","12/12/2014"
1216,"R44514","10/28/2019","Video Broadcasting from the Federal Courts: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44514/R44514.pdf/","9","06/02/2016"
1217,"LSB10358","10/28/2019","'Things of Value' and the Foreign Contribution Ban ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10358/LSB10358.pdf/","2","10/28/2019"
1218,"R45984","10/25/2019","2018 Farm Bill (P.L. 115-334) Primer Series: A Guide to Omnibus Farm and Food Legislation","https://crsreports.congress.gov/product/pdf/download/R/R45984/R45984.pdf/","2","10/25/2019"
1219,"IF10491","10/25/2019","Australia ","https://crsreports.congress.gov/product/pdf/download/IF/IF10491/IF10491.pdf/","7","10/24/2016"
1220,"RL30719","10/25/2019","Broadband Internet Access and the Digital Divide: Federal Assistance Programs","https://crsreports.congress.gov/product/pdf/download/RL/RL30719/RL30719.pdf/","104","02/02/2005"
1221,"R45983","10/25/2019","Congressional Access to Information in an Impeachment Investigation","https://crsreports.congress.gov/product/pdf/download/R/R45983/R45983.pdf/","3","10/25/2019"
1222,"IF11344","10/25/2019","The Changing Landscape of Immigrant Investment Programs ","https://crsreports.congress.gov/product/pdf/download/IF/IF11344/IF11344.pdf/","3","10/25/2019"
1223,"R42045","10/25/2019","The Small Business Lending Fund","https://crsreports.congress.gov/product/pdf/download/R/R42045/R42045.pdf/","86","10/11/2011"
1224,"R42054","10/25/2019","The Supplemental Nutrition Assistance Program (SNAP): Categorical Eligibility","https://crsreports.congress.gov/product/pdf/download/R/R42054/R42054.pdf/","56","10/21/2011"
1225,"R45981","10/24/2019","Dam Safety Overview and the Federal Role","https://crsreports.congress.gov/product/pdf/download/R/R45981/R45981.pdf/","4","10/24/2019"
1226,"IN11187","10/24/2019","Federal Emergency Management Agency (FEMA) Hazard Mitigation Assistance","https://crsreports.congress.gov/product/pdf/download/IN/IN11187/IN11187.pdf/","4","10/24/2019"
1227,"R45979","10/24/2019","Financial Inclusion and Credit Access Policy Issues","https://crsreports.congress.gov/product/pdf/download/R/R45979/R45979.pdf/","4","10/22/2019"
1228,"IF10555","10/24/2019","Introduction to Veterans Health Care ","https://crsreports.congress.gov/product/pdf/download/IF/IF10555/IF10555.pdf/","3","12/16/2016"
1229,"R45982","10/24/2019","Overview of Continuing Appropriations for FY2020 (P.L. 116-59)","https://crsreports.congress.gov/product/pdf/download/R/R45982/R45982.pdf/","2","10/24/2019"
1230,"IF10430","10/24/2019","Panama: An Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF10430/IF10430.pdf/","11","06/30/2016"
1231,"IF11343","10/24/2019","The Law of Immigration Detention: A Brief Introduction","https://crsreports.congress.gov/product/pdf/download/IF/IF11343/IF11343.pdf/","1","10/25/2019"
1232,"IF10881","10/24/2019","Uruguay: An Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF10881/IF10881.pdf/","4","05/08/2018"
1233,"R41360","10/23/2019","Abortion and Family Planning-Related Provisions in U.S. Foreign Assistance Law and Policy","https://crsreports.congress.gov/product/pdf/download/R/R41360/R41360.pdf/","26","08/09/2010"
1234,"IF10434","10/23/2019","Burkina Faso","https://crsreports.congress.gov/product/pdf/download/IF/IF10434/IF10434.pdf/","7","07/15/2016"
1235,"IF11338","10/23/2019","Diplomatic Security and the Role of Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF11338/IF11338.pdf/","1","10/23/2019"
1236,"R45986","10/23/2019","Federal Role in Responding to Potential Risks of Per- and Polyfluoroalkyl Substances (PFAS)","https://crsreports.congress.gov/product/pdf/download/R/R45986/R45986.pdf/","2","10/25/2019"
1237,"IF11340","10/23/2019","FY2020 Defense Appropriations: Selected Issues Raised by H.R. 2740 (Div. C) and S. 2474","https://crsreports.congress.gov/product/pdf/download/IF/IF11340/IF11340.pdf/","2","10/23/2019"
1238,"IF11248","10/23/2019","Hong Kong's Proposed Extradition Law Amendments","https://crsreports.congress.gov/product/pdf/download/IF/IF11248/IF11248.pdf/","8","06/11/2019"
1239,"LSB10356","10/23/2019","Piracy, Old and New: Copyright, State Sovereignty, and the Queen Anne's Revenge","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10356/LSB10356.pdf/","2","10/23/2019"
1240,"IN11185","10/23/2019","Turkey Sanctions in Pending Legislation: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN11185/IN11185.pdf/","2","10/23/2019"
1241,"IN11186","10/23/2019","U.S. Women's Soccer Team and Equal Pay","https://crsreports.congress.gov/product/pdf/download/IN/IN11186/IN11186.pdf/","4","10/23/2019"
1242,"R41859","10/23/2019","Unemployment Insurance: Consequences of Changes in State Unemployment Compensation Laws","https://crsreports.congress.gov/product/pdf/download/R/R41859/R41859.pdf/","41","06/13/2011"
1243,"IF11339","10/23/2019","Waters of the United States (WOTUS): Repealing and Revising the 2015 Clean Water Rule","https://crsreports.congress.gov/product/pdf/download/IF/IF11339/IF11339.pdf/","1","10/23/2019"
1244,"IF11341","10/22/2019","Could the Global Legal Entity Identifier Be Useful for Financial Transparency Legislation in the 116th Congress?","https://crsreports.congress.gov/product/pdf/download/IF/IF11341/IF11341.pdf/","2","10/23/2019"
1245,"R45978","10/22/2019","The Outdoor Recreation Economy","https://crsreports.congress.gov/product/pdf/download/R/R45978/R45978.pdf/","3","10/22/2019"
1246,"R45976","10/21/2019","Deficit Financing, the Debt, and 'Modern Monetary Theory'","https://crsreports.congress.gov/product/pdf/download/R/R45976/R45976.pdf/","2","10/21/2019"
1247,"R44601","10/21/2019","House and Senate Restaurants: Current Operations and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44601/R44601.pdf/","8","08/23/2016"
1248,"IN11183","10/21/2019","Libra: A Facebook-led Cryptocurrency Initiative ","https://crsreports.congress.gov/product/pdf/download/IN/IN11183/IN11183.pdf/","2","10/21/2019"
